cart,Record Count
"{""cereal"":2,""custom"":[{""title"":""แถมไอศกรีมรสใหม่ 1 ถ้วย"",""price"":0,""quantity"":1,""id"":""h0ook0sc1ub""}]}",1
"{""custom"":[{""title"":""Strawberry cheesecake​ Icecream​"",""price"":130,""quantity"":1,""id"":""mxmocv5rs0n""},{""title"":""Nutella​ Icecream​"",""price"":130,""quantity"":1,""id"":""0cqxe8y3ii1""},{""title"":""Biscoff​ yogurt​ Icecream​"",""price"":130,""quantity"":1,""id"":""cxvidq3x9nk""},{""title"":""Mangosteen sorbet Icecream​"",""price"":130,""quantity"":1,""id"":""1r0eyxuxidb""}]}",1
"{""custom"":[{""title"":""1 lb Choc pudding cake ***! ตกเเต่ง​รูป​หัวใจ​สีชมพู​สี​ชมพู​ 02 มุก​สี​ขาว​***"",""price"":2000,""quantity"":0,""id"":""cniwhthqyas""},{""title"":""1 lb Choc pudding cake ***! ตกเเต่ง​รูป​หัวใจ​สีชมพู​ 02 มุก​สี​ขาว เชอร์​รี่***"",""price"":2000,""quantity"":0,""id"":""11wh66uwglbl""},{""title"":""1 lb Choc pudding cake​*** lady in pink with flowers สีชมพู​ 02*​**​"",""price"":1800,""quantity"":1,""id"":""1xus7gcdru4""}],""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""u2ztnenrvwc"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":0,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"{""bannutella~s"":3,""hella"":2,""deathchoc"":1}",1
"{""custom"":[{""title"":""(Cake) Red velvet cake 1 lb"",""price"":1500,""quantity"":1,""id"":""gknx8fk44f""}]}",1
"{""hella"":2,""deathchoc"":1,""redvelvet"":1,""soft"":[{""count"":""0"",""price"":270,""quantity"":1,""id"":""8i8vict0rd3"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":0,""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":0,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Soft cookies""}]}",1
"{""brownie"":[{""count"":""18"",""price"":640,""quantity"":1,""id"":""m4aqkl35a38"",""BAE BROWNIE"":9,""FUDGE BROWNIE BITES"":9,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""extra"":"""",""title"":""Double box of 18""}],""cereal"":2,""sundae"":1}",1
"{""custom"":[{""title"":""Matcha powwow"",""price"":90,""quantity"":4,""id"":""912g8ilf6yc""}]}",1
"{""cereal"":1,""candy"":1,""bancheese~s"":1}",1
"{""cereal"":2,""bancheese~s"":1}",1
"{""custom"":[{""title"":""1 Lb Young coconut cake​***ตกเเต่ง​ lady in pink เนืัอมะพร้าว​ด้านบน ( สีขาว)​***"",""price"":2000,""quantity"":1,""id"":""c6rvecv5ire""}]}",1
"{""cake"":[{""count"":""8"",""price"":1640,""quantity"":1,""id"":""ac2oz3yvhf"",""BANANA NUTELLA"":0,""VERY BERRY BASQUE CHEESECAKE"":0,""CARROT CREAM CHEESE"":2,""CHOCOLATE PUDDING"":2,""YOUNG COCONUT CAKE"":2,""FERRERO CHOCOLATE TART"":0,""STRAWBERRY KISS"":2,""BLACKOUT CHOCOLATE CAKE"":0,""extra"":"""",""title"":""Large box of 8""}],""deathchoc"":1,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""mhdffs1zgsj"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":2,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""candy"":0}",1
"{""candy"":1,""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""qgx43d7n7n8"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",1
"{""deathchoccake-1lb"":0,""hella"":4,""deathchoccake-2lb"":1}",1
"{""banana-2lb"":1}",1
"{""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""m7rmyk173s"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",1
"{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""t8v3zmzuns"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":0,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"{""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""1i5uedyyypt"",""BABY OG"":2,""CORNFLAKE MARSHMALLOW"":2,""DOUBLE TROUBLE"":2,""MAMA OG"":2,""MATCHA POWWOW"":1,""SEXY BACK"":2,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Large box of 12""}],""brownie"":[{""count"":""9"",""price"":360,""quantity"":0,""id"":""y3v8ffdprhi"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",1
"{""giftboxcookie"":[{""count"":""5"",""price"":650,""quantity"":1,""id"":""i1y4901lxqi"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"{""coconut-2lb"":1,""soft"":[{""count"":""0"",""price"":90,""quantity"":0,""id"":""9wov894z9o"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":0,""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":0,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Soft cookies""}]}",1
"{""ladypink-3lb#berries&kiss,ganache.pink"":1,""custom"":[{""title"":""เค้ก 2 ชั้น /ชั้นบนรสชาติ Strawberry Kiss/ชั้นล่างรสชาติ Chocolate pudding ตกแต่ง Lady in pink(ชมพู)"",""price"":0,""quantity"":1,""id"":""pk9qv9w6dp""}]}",1
"{""chocpudding-1lb"":1,""coconut-1lb"":1,""cereal"":2,""sundae"":2,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""d2y032syq16"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"{""cereal"":2,""sundae"":4}",1
"{""cake"":[{""count"":""8"",""price"":1660,""quantity"":1,""id"":""gkblbuwrtr"",""BANANA NUTELLA"":1,""VERY BERRY BASQUE CHEESECAKE"":0,""CARROT CREAM CHEESE"":0,""CHOCOLATE PUDDING"":2,""YOUNG COCONUT CAKE"":0,""FERRERO CHOCOLATE TART"":2,""STRAWBERRY KISS"":1,""BLACKOUT CHOCOLATE CAKE"":2,""extra"":"""",""title"":""Large box of 8""}]}",1
"{""icecream"":[{""count"":""6"",""price"":750,""quantity"":1,""id"":""lu78va28zcn"",""SINFUL SUNDAE"":0,""CEREAL KILLER"":0,""MILK CANDY"":0,""FAT KID FROYO"":6,""extra"":"""",""title"":""Icecream box of 6""}]}",1
"{""brownie"":[{""count"":""18"",""price"":640,""quantity"":1,""id"":""l1vtadvgqjq"",""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":6,""RED VELVET CREAM CHEESE BROWNIE BITES"":12,""extra"":"""",""title"":""Double box of 18""}]}",1
"{""giftboxbrownie"":[{""count"":""8"",""price"":520,""quantity"":1,""id"":""19akggz2t9j"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":2,""extra"":"""",""title"":""Large box of 8""}]}",1
"{""hella"":1,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""4e6k2ybclu4"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":3,""DOUBLE TROUBLE"":2,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""custom"":[{""title"":""1 Lb Young coconut cake​***ตกเเต่ง​ lady in pink เนืัอมะพร้าว​ด้านบน ( สีขาว)​***"",""price"":2000,""quantity"":0,""id"":""1maopok0s3k""}]}",1
"{""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""wvj5u10psg"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}],""bannutella~s"":1}",1
"{""hella"":1,""cupc"":1,""redvelvet"":1,""salt"":1,""pbj"":1,""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""lx3cp0tgks"",""BABY OG"":2,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":2,""MAMA OG"":2,""MATCHA POWWOW"":1,""SEXY BACK"":2,""TRIPLE C"":2,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Large box of 12""}]}",1
"{""loveislove&cornflakes,cornflakes,triplec,sexyback,cereal,candy"":2}",1
"{""sundae"":0,""cereal"":1,""banultimate~s"":1,""banog~s"":1,""bancheese~s"":0}",1
